code,ticker,company_name,sector,best_variant,theme_text_regenerated,theme_text_regenerated_compact
2664,2664.T,カワチ薬品,小売業,theme_bodyleft,"23 021 △ & 3 ( G3 り ( 77 硼 D 40 ー 7 【 株 式 】 & い 1 43 阪 公 益 財 団 法 人 河 内 奨 学 財 【 株 1 3 , 幻 閉 コ 〉 庸 例 . 4 舸 → 東 P 高 10.5 1 幻 3 9.9 Ⅱ 己 資 本 1 Ⅱ 2 自 社 ( 自 「 - D 24 咀 安 比 、 枇 = 0 → 山 0 、 幻 認 に 響 「 16 : 7 四 日 本 カ ス ト デ ィ 信 龜 1 凵 3 【 指 標 等 】 く 4 ・ 3 〉 高 安 呂 ・ ・ ROE 4 脇 島 ネ 株 会 2 2 31 ROA 2 予 2 く 円 > ド : 霧 勳 橆 ・ 、 年 圏 5 年 満 Ⅱ & ) + 0. 華 △ 27","23021△&3(G3り(77硼D40ー7【株式】&い143阪公益財団法人河内奨学財【株13,幻閉コ〉庸例.4舸→東P高10.51幻39.9Ⅱ己資本1Ⅱ2自社(自「-D24咀安比、枇=0→山0、幻認に響「16:7四日本カストディ信龜1凵3【指標等】く4・3〉高安呂・・ROE4脇島ネ株会2231ROA2予2く円>ド:霧勳橆・、年圏5年満Ⅱ&)+0.華△27"
2666,2666.T,オートウェーブ,小売業,theme_bodyleft,加 & 名 株 オ か 緡 大 ブ ま 昭 耕 証 ・ 忠 月 証 証 【 廣 ウ 自 廣 廣 フ 中 ・ 松 外 投 安 4 ・ 7 覇 1 安 1 ー 1 7 5 7 側 9 ル ス,加&名株オか緡大ブま昭耕証・忠月証証【廣ウ自廣廣フ中・松外投安4・7覇1安1ー1757側9ルス
2667,2667.T,イメージ ワン,卸売業,theme_bodyleft,"ル ッ ジ く ト タ ス ケ ア ー ッ ビ ロ ヤ 券 券 ス 資 章 一 合 チ 氛 7 ・ キ 証 証 ン 短 雅 加 国 ム ー ュ コ ) ジ 京 ・ , 第 タ 国 信 一 1 一 1 2","ルッジくトタスケアーッビロヤ券券ス資章一合チ氛7・キ証証ン短雅加国ムーュコ)ジ京・,第タ国信一1一12"
2668,2668.T,タビオ,卸売業,theme_bodyleft,40 【 株 式 】 & 1 ー 7 8. 8.1 例 .1 舸 → ー ( 400 り 舸 → 7.6 & 3 247 3 鬮 越 智 応 ロ 【 株 ド 7 名 く 幻 2 〉 庸 81 ・ ー エ ム ・ エ ス ・ エ メ 1 俿 ー 7 ー 7 ( 3 物 「 真 6 0.9 1 6 0.9 4 Ⅱ 6 い 【 指 標 等 】 く 4 ・ 2 〉 「 社 従 業 員 持 会 5 ( ) 韻 益 ( .2 ) 1 調 株 益 1300 11 制 高 安 日 ・ ROE 11 ・ 脇 予 1 凵 ー,40【株式】&1ー78.8.1例.1舸→ー(400り舸→7.6&32473鬮越智応ロ【株ド7名く幻2〉庸81・ーエム・エス・エメ1俿ー7ー7(3物「真60.9160.94Ⅱ6い【指標等】く4・2〉「社従業員持会5()韻益(.2)1調株益130011制高安日・ROE11・脇予1凵ー
2669,2669.T,カネ美食品,小売業,theme_wide,タ ス マ 椥 プ 一 ン セ 一 《 和 ← ン マ 郷 g - イ ク リ ー 靺 ー グ カ ル 太 シ ア ミ 0 」 イ プ 幸 の 0 株 本 ア 社 テ 一 一 輸 日 ン ・ ・ 割 シ ト 一 ア : - く く 本 〈 5 55 3 t.0 | 3 卩 ′,タスマ椥プ一ンセ一《和←ンマ郷g-イクリー靺ーグカル太シアミ0」イプ幸の0株本ア社テ一一輸日ン・・割シト一ア:-くく本〈5553t.0|3卩′
2670,2670.T,エービーシー・マート,小売業,theme_wide,". 4 . 3 24 ー 0 例 → → 例 → 75 【 株 式 】 7 , G 賂 俐 【 株 ド 名 く の 務 ) く 2 牡 〉 市 こ 木 正 浩 75 ニ ン ー 合 崩 会 社 ィ ー エ ム ・ 蠏 , 日 マ ス タ •-4 ー 7 例 本 , 4 日 ・ カ ス ト デ 日 安 き 比 事 、 こ 木 美 嚮 「 , 972 / ム ラ ト ラ ス ト Ⅷ 0 5 日 本 券 金 融 4 ー 【 指 標 等 】 わ バ ン ク ・ オ プ ・ ニ ュ ー 十 龕 統 一 安 統 日 ・ ROE 一 メ 0 ン 14 24 31 ー ROA 一 ー ス テ ー ト ・ ス ト リ ー ト ・ バ ン",".4.324ー0例→→例→75【株式】7,G賂俐【株ド名くの務)く2牡〉市こ木正浩75ニンー合崩会社ィーエム・蠏,日マスタ•-4ー7例本,4日・カストデ日安き比事、こ木美嚮「,972/ムラトラストⅧ05日本券金融4ー【指標等】わバンク・オプ・ニュー十龕統一安統日・ROE一メ0ン142431ーROA一ーステート・ストリート・バン"
2673,2673.T,夢みつけ隊,小売業,theme_bodyleft,"例 .11 調 .6 舸 → 韶 4 助 ー 5 ー 7 4.8 10( の Ⅱ 己 資 本 473 JP モ ル ガ ン 券 18 1 佐 々 木 ベ ジ 5 引 引 1 【 株 式 】 & 10 , 4 【 株 丿 石 名 閉 コ 〉 庸 2 ー 認 ー 礙 118 1 14 調 ー 株 益 11 1 的 ー 最 純 益 ( 3 ) 例 2 戸 年 認 、 ( 0 年 前 、 0 ) 、 チ ・ ・ 【 員 々 木 ベ ジ 市","例.11調.6舸→韶4助ー5ー74.810(のⅡ己資本473JPモルガン券181佐々木ベジ5引引1【株式】&10,4【株丿石名閉コ〉庸2ー認ー礙118114調ー株益111的ー最純益(3)例2戸年認、(0年前、0)、チ・・【員々木ベジ市"
2674,2674.T,ハードオフコーポレーション,小売業,theme_bodyleft,ー 7 43 【 株 式 】 & 9 引 【 株 3 名 く 幻 コ 〉 庸 1 11 東 P 仕 6 - 諏 0 カ OA) 16 0 Ⅱ ー 響 「 1 と 一 ト M.ILMFE 17 ( ) 1 例 4 【 指 標 等 】 く 4 ・ 3 〉 山 本 郎 、 12 ( ) 、 、 年 認 、 ( 0 年 満 、 ) 00 チ ・ ・ 【 員 ~ 本 善 gthl 踟 59 IG 調 株 益 11 ( 0 2 1 1r7 ー ROA 予 脇 G 証 券,ー743【株式】&9引【株3名く幻コ〉庸111東P仕6-諏0カOA)160Ⅱー響「1と一トM.ILMFE17()1例4【指標等】く4・3〉山本郎、12()、、年認、(0年満、)00チ・・【員~本善gthl踟59IG調株益11(0211r7ーROA予脇G証券
2676,2676.T,高千穂交易,卸売業,theme_bodyleft,"例 .11 東 P 2 1 4.0 分 1 → 1 分 1 → 1 講 45 カ ( 1 住 D 高 ー 7 07 0 ま 5 【 株 式 】 & 10 ー 飛 【 株 1 引 閉 コ 〉 庸 匯 阪 ー ス 丿 ル ー カ 7 ・ 9 一 齠 〉 日 本 マ ス タ ヨ 読 日 49 4 Ⅱ 己 資 本 乢 み す ほ 銀 行 ム 9 安 比 0 了 ー ← ー 0 ー 2 911 21 ー 響 「 13 , 9 明 滸 汝 田 生 命 保 険 幻 幻 1 4 高 安 呂 ・ ROE & 予 & ノ ー 2 4 0 1 新 70 1 石 戸 年 、 0 ( 0 年 高 00 、 ) 、 チ ・ ・ ( 役 員 出 等 信 平 ! 0","例.11東P214.0分1→1分1→1講45カ(1住D高ー7070ま5【株式】&10ー飛【株1引閉コ〉庸匯阪ース丿ルーカ7・9一齠〉日本マスタヨ読日494Ⅱ己資本乢みすほ銀行ム9安比0了ー←ー0ー291121ー響「13,9明滸汝田生命保険幻幻14高安呂・ROE&予&ノー2401新701石戸年、0(0年高00、)、チ・・(役員出等信平!0"
2678,2678.T,アスクル,小売業,theme_wide,"貶 . 5 幻 . 5 東 :.Æ2302JJ 04 ) → 島 24 ー 24 3 一 ー 【 株 式 】 97 俐 【 株 ド ・ く な 〉 LIN ャ ン 一 4 プ ラ ス ー 2,191 ー ー 務 ) く 2 牡 〉 市 日 本 マ ス タ 日 石 ー 資 本 762 ー ス ド ス ト , ク F 安 き 比 事 / 了 ザ ト ラ ス ト ( A 3 ィ 3 み 泉 英 久 ROA 43 川 ROE 、 一 予 ー は 一 旧 ー","貶.5幻.5東:.Æ2302JJ04)→島24ー243一ー【株式】97俐【株ド・くな〉LINャン一4プラスー2,191ーー務)く2牡〉市日本マスタ日石ー資本762ースドスト,クF安き比事/了ザトラスト(A3ィ3み泉英久ROA43川ROE、一予ーは一旧ー"
2681,2681.T,ゲオホールディングス,小売業,theme_bodyleft,"ー 7 5 1 1 ー 5 0 OA) → ー △ fO 東 P 高 【 株 式 】 & 7 【 株 け 約 4 名 閉 コ 〉 庸 1 匯 既 城 蔵 ー ロ 54 阜 幻 ー ー 日 本 カ ス ト プ れ ロ 1 よ Ⅱ 己 資 本 ) 31 日 本 カ ス ト ア イ 信 託 冂 ( み 齠 物 「 澀 日 叟 リ 具 ル 一 【 指 標 等 】 く 4 ・ 3 〉 8 276 側 ー 5 高 安 日 ・ ROE 1 俺 本 カ ス ト デ ( 日 4 凵 2 1 1 & ROA 4 予 26 ー 17 1 調 整 ー 株 益 幻 よ 4 円 S B 一 0 メ 加 貯 礙 5 .3 ) 10 , 2 く 外 国 月 ー く 浮 動 株 月 、 .4 メ •14 設 備 資 145 予 7 7 く 0 ー 聳 、 ド ' 5 4 石 5 曳 i)l 遠 5 "" 川","ー7511ー50OA)→ー△fO東P高【株式】&7【株け約4名閉コ〉庸1匯既城蔵ーロ54阜幻ーー日本カストプれロ1よⅡ己資本)31日本カストアイ信託冂(み齠物「澀日叟リ具ル一【指標等】く4・3〉8276側ー5高安日・ROE1俺本カストデ(日4凵211&ROA4予26ー171調整ー株益幻よ4円SB一0メ加貯礙5.3)10,2く外国月ーく浮動株月、.4メ•14設備資145予77く0ー聳、ド'54石5曳i)l遠5""川"
2683,2683.T,魚喜,小売業,theme_bodyleft,"例 .1 な 幻 . 2 1 ⑩ 0 例 → 書 5--7 高 査 い 安 ー 7 .6 【 株 式 】 & 1 Ⅱ 己 資 本 0.7 阪 鬮 フ ォ ー ・ エ ム 49 ー 【 株 , 141 名 く 幻 2 〉 庸 452 自 社 社 員 ↓ 株 会 4 一 Ⅱ 4 爲 ー ま 3 齧 .4 ー 側 浜 i 7 ラ ッ ク ラ ン ド Ⅱ 3 107 1 高 安 呂 ・ 2 Ⅱ 1100 11 16 11 1112 ・ 、 年 い ( 5 年 満 仇 脇 ) 【 指 標 等 】 く 4 ・ 2 〉 静 岡 応 業 社 ROE 5 予 7 く 円 > : : 勳 橆 跫 調 株 益 最 純 益 ( 012 ) 和 1 チ ・ ・ 【 役 員 吉 美 和 黛","例.1な幻.21⑩0例→書5--7高査い安ー7.6【株式】&1Ⅱ己資本0.7阪鬮フォー・エム49ー【株,141名く幻2〉庸452自社社員↓株会4一Ⅱ4爲ーま3齧.4ー側浜i7ラックランドⅡ31071高安呂・2Ⅱ11001116111112・、年い(5年満仇脇)【指標等】く4・2〉静岡応業社ROE5予7く円>::勳橆跫調株益最純益(012)和1チ・・【役員吉美和黛"
2685,2685.T,アンドエスティＨＤ,小売業,theme_wide,212 【 株 式 】 割 ン ク ゾ ウ 7 24 日 本 マ ス タ ' 託 日 24 務 ) く 2 牡 〉 市 自 社 ( ( い ・ ロ ) 314 ー 5 豊 資 本 142 日 本 カ ス ト デ 日 一 翦 ・ 安 き 比 事 川 こ 男 皿 ー 社 、 員 持 株 会 G3 24 ー 3 一 【 指 標 等 】 わ .-_&UF モ ル ガ ン ・ ス 龕 統 一 安 統 日 ・ ROE & 脇 レ ー 24 3 39ß 3S 5 ROA ー ー SMBCI,212【株式】割ンクゾウ724日本マスタ'託日24務)く2牡〉市自社((い・ロ)314ー5豊資本142日本カストデ日一翦・安き比事川こ男皿ー社、員持株会G324ー3一【指標等】わ.-_&UFモルガン・ス龕統一安統日・ROE&脇レー24339ß3S5ROAーーSMBCI
2686,2686.T,ジーフット,小売業,theme_wide,"位 1 【 株 式 】 4 行 俐 【 株 ド , 乏 イ オ ン (OA) ー 翦 川 務 ) く 2 牡 〉 市 イ オ ン F サ ー ビ ス 資 本 , 7GO 自 社 社 員 特 株 会 40 - 一 日 本 マ ス タ ヨ 既 日 東 S 37N マ ク ス パ リ ュ 角 日 本 訂 24 ー 【 指 等 】 わ : 菱 UF ' く ROE 24 3 信 〉 凹 ROA ・ 5","位1【株式】4行俐【株ド,乏イオン(OA)ー翦川務)く2牡〉市イオンFサービス資本,7GO自社社員特株会40-一日本マスタヨ既日東S37Nマクスパリュ角日本訂24ー【指等】わ:菱UF'くROE243信〉凹ROA・5"
2687,2687.T,シー・ヴイ・エス・ベイエリア,サービス業,theme_bodyleft,肥 幻 肥 75555 緡 豊 内 . ゾ 3 「 行 信 泉 イ 利 節 自 ス 証 ・ 銀 義 > 0 主 ネ 洋 澤 : 枇 村 川 葉 間 国 信 俶 皋 目 日 野 中 瀬 外 投 利 訟 賴 】 益 円 1 ー こ 1 一 1,肥幻肥75555緡豊内.ゾ3「行信泉イ利節自ス証・銀義>0主ネ洋澤:枇村川葉間国信俶皋目日野中瀬外投利訟賴】益円1ーこ1一1
2689,2689.T,オルバヘルスケアホールディングス,卸売業,theme_bodyleft,"9.4 ー 7 値 0 4 1 【 株 式 】 & 0 阪 マ ス プ 一 材 飛 【 株 主 )G, 石 1 名 く な 肥 〉 庸 8.1 東 S 2 料 ー 諸 間 カ 2 f) Ⅱ 己 資 本 10 , 中 銀 行 3 り 幻 4.4 本 比 事 な 鵯 リ 本 カ ス ト デ ィ 信 出 」 21 10,095 本 マ ! ら 当 読 ロ 18 四 亠 い 4 物 「 側 い 銀 行 16 ム 6 【 指 標 等 】 く 6 〉 前 島 洋 平 15 ( ) 高 師 安 呂 ・ ・ ROE 14 ー 予 1 ー く 円 > 1 ー : 勳 橆 ・ 5 、 2 1 2 1 調 ー 株 益 Ä)03 11 韻 益 ( 6 ) 1 , 戸 年 0 、 ( 0 年 高 、 5 ー : 1 ~ 1 帋 幇 ( 屮","9.4ー7値041【株式】&0阪マスプ一材飛【株主)G,石1名くな肥〉庸8.1東S2料ー諸間カ2f)Ⅱ己資本10,中銀行3り幻4.4本比事な鵯リ本カストディ信出」2110,095本マ!ら当読ロ18四亠い4物「側い銀行16ム6【指標等】く6〉前島洋平15()高師安呂・・ROE14ー予1ーく円>1ー:勳橆・5、2121調ー株益Ä)0311韻益(6)1,戸年0、(0年高、5ー:1~1帋幇(屮"
2692,2692.T,伊藤忠食品,卸売業,theme_bodyleft,"ー 7 43 4 東 P 2 料 36 (4G0(h) 4 い 1 2 ( 52 ① 日 ・ カ ス ア イ 信 託 ロ ( ア 1 1 ー 齠 サ ヒ 麦 Ⅱ 己 資 本 182 ー 0 日 本 カ ス ト デ ィ 信 龜 1 16 12 2 加 ROA 2 予 ー DFAIn ロ ス モ ー ル キ ッ 7 7 1 ⅸ 益 ( 幻 ① 6 , 5 く ま く 浮 動 株 月 4. 7 5 、","ー7434東P2料36(4G0(h)4い12(52①日・カスアイ信託ロ(ア11ー齠サヒ麦Ⅱ己資本182ー0日本カストディ信龜116122加ROA2予ーDFAInロスモールキッ771ⅸ益(幻①6,5くまく浮動株月4.75、"
2693,2693.T,ＹＫＴ,卸売業,theme_bodyleft,ワ 1 ワ 1 0 0 0 9 8 会 緡 博 本 本 : 野 天 は 川 藤 邊 国 信 【 山 山 自 浅 井 謇 目 品 伊 護 外 投 金 債 益 ー ' 8 2 日 - ・ ー 0 ( 1 8 9 ル ス,ワ1ワ100098会緡博本本:野天は川藤邊国信【山山自浅井謇目品伊護外投金債益ー'82日-・ー0(189ルス
2694,2694.T,焼肉坂井ホールディングス,小売業,theme_bodyleft,".3 ー 7 10. 東 S 0 ト 1 5.5 高 安 77 高 統 安 日 ・ 石 1 ・ 、 年 双 5 年 満 0 ・ ) 【 株 式 】 & 【 株 主 1 物 , 47 礦 閉 ① 1 阪 ジ ー ・ コ ミ ュ ニ ケ ー シ ョ ン 49 齠 〉 沼 田 2 , % ー 9.4 16 , 神 戸 産 い 明 4.9 阜 Ⅱ 己 資 本 7 , 繝 自 社 ( ー 己 は ロ ) 4 9 ー ー f• 1 を 4 , 2 ト M•ILMFE ( 0 ① 1 【 指 標 等 】 く 4 ・ 3 〉 ROE 阯 ハ & 調 株 益 チ ・ ・ 一 役 } 1 本 語 学 咄 檐",".3ー710.東S0ト15.5高安77高統安日・石1・、年双5年満0・)【株式】&【株主1物,47礦閉①1阪ジー・コミュニケーション49齠〉沼田2,%ー9.416,神戸産い明4.9阜Ⅱ己資本7,繝自社(ー己はロ)49ーーf•1を4,2トM•ILMFE(0①1【指標等】く4・3〉ROE阯ハ&調株益チ・・一役}1本語学咄檐"
2695,2695.T,くら寿司,小売業,theme_bodyleft,"匠 耻 東 P 0 ト 舸 → 第 → → 高 安 4 高 師 安 日 ・ 2 5310 452 91 ・ 、 年 5 年 満 12 、 ) ー 7 【 株 式 】 & 引 飛 【 株 1 明 3 , 石 4 名 く な 10 〉 1 阪 ウ ォ ル ナ ッ ト コ ー ポ レ ー 気 1 例 1 シ ョ ン 務 く 盟 〉 田 中 に 48 9 皿 裲 期 7 。 阜 Ⅱ 己 資 本 乳 4 ト ラ ス ト 1 【 指 標 等 】 く ー の リ イ ア メ ン ト 側 一 ROE 1.7 な ハ 田 節 了 い ROA 予 15 一 日 本 カ ス ト プ イ 信 龜 1 47 い 調 株 益 幻 く ヤ 笋 : 勳 段 >> 笋 県 1","匠耻東P0ト舸→第→→高安4高師安日・2531045291・、年5年満12、)ー7【株式】&引飛【株1明3,石4名くな10〉1阪ウォルナットコーポレー気1例1ション務く盟〉田中に489皿裲期7。阜Ⅱ己資本乳4トラスト1【指標等】くーのリイアメント側一ROE1.7なハ田節了いROA予15一日本カストプイ信龜147い調株益幻くヤ笋:勳段>>笋県1"
2698,2698.T,キャンドゥ,小売業,theme_wide,( 7 材 ー ) (OA 3 【 株 式 】 ー 72 俐 【 株 ド ・ く 既 わ イ オ ン 5 割 ケ イ コ ー ポ レ ー シ ! . G → ー 東 毅 S 翦 ・ 安 0 ト ー 別 第 ロ 【 指 標 等 】 わ 日 本 カ ス ト デ ぐ 羅 日 7 龕 安 統 日 ・ 00 ・ 00 、 「 ロ 従 業 員 0 24 3 第 一 ROA 5 ー 脇 く 〉 L3S く,(7材ー)(OA3【株式】ー72俐【株ド・く既わイオン5割ケイコーポレーシ!.G→ー東毅S翦・安0トー別第ロ【指標等】わ日本カストデぐ羅日7龕安統日・00・00、「ロ従業員0243第一ROA5ー脇く〉L3Sく
2700,2700.T,木徳神糧,卸売業,theme_wide,"象 6 例 → ー . 8 例 . 2 24 ー 24 3 甅 れ 圏 ー 【 株 式 】 恥 ー 俐 【 株 ド - ー 材 名 く な 貶 7 例 ー ROA 2 ROE 脇 予 % ー PAIF ノ ン ト リ 4 【 指 標 等 】 く ー わ / ー ザ ン ト ラ ス ト (AVF( 資 本 749 日 本 マ ス タ ヨ 既 日 務 ) く 2 〉 市 」 一 ル ド マ ン ・ サ , ク ス ( し ー 社 ( 自 己 株 ロ ) ー","象6例→ー.8例.224ー243甅れ圏ー【株式】恥ー俐【株ド-ー材名くな貶7例ーROA2ROE脇予%ーPAIFノントリ4【指標等】くーわ/ーザントラスト(AVF(資本749日本マスタヨ既日務)く2〉市」一ルドマン・サ,クス(しー社(自己株ロ)ー"
2702,2702.T,日本マクドナルドホールディングス,小売業,theme_bodyleft,"40 8. O(LI 東 S 0 ト 7.3 舸 → ー 14 ・ り 430(h) ー 7 加 .0 【 株 式 】 & ー 賀 舟 飛 【 株 ) : 駒 よ , 0 な な ー 幻 1 ー 1 [ ] マ ク ド ナ ル ド ・ レ ス ト ラ ン ズ ・ オ 1 1 プ ・ カ ナ グ 3,: 7 ( 2 ) 生 3 〉 マ ク ド M ( シ ン ガ ポ ー ル ) イ ン Ⅱ 己 資 本 , 別 5 ス テ ー ト ス ( リ ー ト ( 母 ツ 阜 幻 , 3 日 本 マ ス タ ヨ 日 147 い 例 7 49 0 響 「 1 , 7 Y ろ 凵 ン A 夛 ノ ン ト リ ー テ 110( 03 2 1 7 貯 1 【 指 標 等 】 く 肥 〉 日 本 カ ス ト デ 2 701 GG90 4 ROA & 脇 予 BT 1 70 G780 4 調 整 ー 株 益 一 円 JP モ ル ガ ン ・ チ ェ ー ス ・ バ 701 4 最 高 ( な 肥 ) ß,1G3 ン ク 7 G3( 0.4 ) ・ 、 年 00 年 吟 、 0 ト . ト ・ SMBCII 興 装 ( 3 ) く 国 〉 4 い く - 効 〉 47. 幻","408.O(LI東S0ト7.3舸→ー14・り430(h)ー7加.0【株式】&ー賀舟飛【株):駒よ,0ななー幻1ー1[]マクドナルド・レストランズ・オ11プ・カナグ3,:7(2)生3〉マクドM(シンガポール)インⅡ己資本,別5ステートス(リート(母ツ阜幻,3日本マスタヨ日147い例7490響「1,7Yろ凵ンA夛ノントリーテ110(03217貯1【指標等】く肥〉日本カストデ2701GG904ROA&脇予BT170G7804調整ー株益一円JPモルガン・チェース・バ7014最高(な肥)ß,1G3ンク7G3(0.4)・、年00年吟、0ト.ト・SMBCII興装(3)く国〉4いく-効〉47.幻"
2705,2705.T,大戸屋ホールディングス,小売業,theme_bodyleft,"& 3 63 ー 7 77 1 【 株 式 】 & 4 ー 2 △ 内 2 19. 幻 . 8 東 S 0 ト 2 料 7 ー 飛 【 株 1 均 珥 (N)9 名 閉 コ 〉 庸 第 ] コ ロ ワ イ ド 3 ・ , 舞 塰 舞 災 6 一 生 3 〉 日 業 員 持 株 会 4 7 Ⅱ 己 資 本 2 暮 嗄 事 4 05 ー 3 判 期 【 指 標 等 】 く 〉 ン ト M ・ ILMFE 2 側 3 物 「 1 BNY メ ロ M ク ラ イ ア : . 四 BNYM ・ BNYGCM ク ラ イ ア 値 な 「 本 比 44 脇 プ ル ド ッ ク ソ ー ス 3 ( ) 高 安 師 呂 ROE 予 ・ 日 本 ハ ム 2 51 ROA 1 ム 予 12 モ ル ガ ン ・ ス タ ン レ ー MUF 49 加 1 調 株 益 一 円 G 証 券 1 ( 02 ) 51 81 韻 益 ( .3 ) 1 0 く 外 国 > 15 第 く 浮 動 株 〉 恥 . 戸 年 、 、 ( 0 年 、 ) ー ・ 【 寝 、 人 十 物","&363ー7771【株式】&4ー2△内219.幻.8東S0ト2料7ー飛【株1均珥(N)9名閉コ〉庸第]コロワイド3・,舞塰舞災6一生3〉日業員持株会47Ⅱ己資本2暮嗄事405ー3判期【指標等】く〉ントM・ILMFE2側3物「1BNYメロMクライア:.四BNYM・BNYGCMクライア値な「本比44脇プルドックソース3()高安師呂ROE予・日本ハム251ROA1ム予12モルガン・スタンレーMUF49加1調株益一円G証券1(02)5181韻益(.3)10く外国>15第く浮動株〉恥.戸年、、(0年、)ー・【寝、人十物"
2708,2708.T,久世,卸売業,theme_bodyleft,"ー 5 74 カ ( 75 ー 7 冊 2 4 1 ー 生 3 〉 久 世 也 【 株 式 】 & 4 , 6 % 【 株 1 3 , 名 く 幻 コ 〉 庸 2. 4 0 ト 幻 螽 世 響 ー 4 Ⅱ 己 資 本 6 , 7 パ ー 世 将 寛 1 Ⅱ 翻 割 4 例 7 久 . 介 亠 74 引 物 「 み 行 13 よ 0 13 29 13 2 12 2 12 2 肥 ( 2 の 2 1 74 1 高 師 安 呂 ・ 2 276 271 19 幻 1 ー ・ 、 年 双 5 年 満 仇 幻 ) 【 指 標 等 】 く 4 ・ 3 〉 極 楽 湯 Ⅱ LD 調 株 益 韻 益 ( 幻 3 2 , 【 役 員 1 久 世 健 吉 供 久 世 ・ 真 團 日 弘 之 加 藤 広 市 月 ー よ 平 川 功 , 鈴","ー574カ(75ー7冊241ー生3〉久世也【株式】&4,6%【株13,名く幻コ〉庸2.40ト幻螽世響ー4Ⅱ己資本6,7パー世将寛1Ⅱ翻割4例7久.介亠74引物「み行13よ01329132122122肥(2の21741高師安呂・227627119幻1ー・、年双5年満仇幻)【指標等】く4・3〉極楽湯ⅡLD調株益韻益(幻32,【役員1久世健吉供久世・真團日弘之加藤広市月ーよ平川功,鈴"
2721,2721.T,ジェイホールディングス,卸売業,theme_bodyleft,"ー 5 IG カ ー 7 7 6 19. 21. 高 安 4 0 ト 加 1 ー 砌 ( 4 ー 3 ー 高 安 日 ・ 2 3 2 加 1 幻 8 【 株 式 】 & 7 , 0 【 株 1 均 名 く な 肥 〉 庸 1 一 石 T バ ン ク 1 例 ー ま 5 日 高 早 斗 和 丘 9 Ⅱ 己 資 本 中 谷 正 和 本 比 森 上 和 樹 172 国 ク ロ ス ウ ォ ー ク 15 22 、 ー JP モ ル ガ ン 券 Ⅱ 0 人 保 史 Ⅱ ー 【 指 標 等 】 く 肥 〉 BNY メ ロ ン GCM ク ラ イ ア ン ROE ー ト 7 住 ト M ・ ILMFE 10 ( ー 5 ) ROA い ト 5 く 円 月 ー : 霧 勳 橆 と 、 調 ー 株 益 最 純 益 ( 肥 )","ー5IGカー77619.21.高安40ト加1ー砌(4ー3ー高安日・232加1幻8【株式】&7,0【株1均名くな肥〉庸1一石Tバンク1例ーま5日高早斗和丘9Ⅱ己資本中谷正和本比森上和樹172国クロスウォーク1522、ーJPモルガン券Ⅱ0人保史Ⅱー【指標等】く肥〉BNYメロンGCMクライアンROEート7住トM・ILMFE10(ー5)ROAいト5く円月ー:霧勳橆と、調ー株益最純益(肥)"
2722,2722.T,ＩＫホールディングス,小売業,theme_bodyleft,ä 庸@2緲2の 5 コ 2 ー 効 疋 傔 働 嫌 緡 裕 「 自 ー 引 尊 悠 亜 和 「 主 マ 日 陬 日 外 投 儀 」 【 自 日 飯 自 飯 山 栗 く 安 川 4 満 ー 分 分 -1 値 0,ä庸@2緲2の5コ2ー効疋傔働嫌緡裕「自ー引尊悠亜和「主マ日陬日外投儀」【自日飯自飯山栗く安川4満ー分分-1値0
2726,2726.T,パルグループホールディングス,小売業,theme_bodyleft,"ー 7 5 分 1 → 1 ー 3 ー → 2 % 76 217 高 師 安 日 ・ 4 ( 8 ー 東 P 高 安 6 仕 9 生 2 〉 日 本 マ ス タ 、 託 7 富 1 % , 9 自 社 ( 自 4 阜 Ⅱ 己 資 本 63 , 4 日 本 カ ス ト プ イ ロ 恥 2 0 【 指 標 等 】 く 4 ・ 2 〉 公 益 財 団 法 人 パ ル 井 ROE 幻 . 予 2 れ ROA ー 脇 予 1 住 JP モ ル ガ ン ・ チ ェ ー ス ・ バ 1 & い 調 整 ー 株 益 一 円 ン ク ー 119 ( 12 ) 1 2 貯 最 高 ( 幻 .2 ) 肥 く 外 国 月 9. く 浮 動 株 〉 ・","ー75分1→1ー3ー→2%76217高師安日・4(8ー東P高安6仕9生2〉日本マスタ、託7富1%,9自社(自4阜Ⅱ己資本63,4日本カストプイロ恥20【指標等】く4・2〉公益財団法人パル井ROE幻.予2れROAー脇予1住JPモルガン・チェース・バ1&い調整ー株益一円ンクー119(12)12貯最高(幻.2)肥く外国月9.く浮動株〉・"
2730,2730.T,エディオン,小売業,theme_bodyleft,"東 P 2 料 ー 7 34 四 5 お 載 1 ー 14 【 指 標 等 】 く 4 ・ 命 18 ー 5 157 12 ・ 2 高 安 噐 ド 55 川 ) Ⅱ 己 資 本 幻 4 加 7 自 社 ( 自 巨 名 ゝ 82 カ Ⅱ 阜 7 7.0 1 自 社 / ル ー プ 社 員 持 会 (OA ー IILD ー 9.1) ー 諸 新 0 [ 衄 0 ー リ 1 儺 4 1515 4 最 高 ( 幻 .3 ) 16 , 【 、 員 謝 闔 、 保 、 ⅱ 﨑 戸 年 0 、 ( 0 年 満 00 、 ) 0 、 臼 弘 , 義 イ 議 唖 紀 ー ー ド","東P2料ー734四5お載1ー14【指標等】く4・命18ー515712・2高安噐ド55川)Ⅱ己資本幻4加7自社(自巨名ゝ82カⅡ阜77.01自社/ループ社員持会(OAーIILDー9.1)ー諸新0[衄0ーリ1儺415154最高(幻.3)16,【、員謝闔、保、ⅱ﨑戸年0、(0年満00、)0、臼弘,義イ議唖紀ーード"
