code,ticker,company_name,sector,best_variant,theme_text_regenerated,theme_text_regenerated_compact,theme_text_regenerated_normalized,theme_hit_count
3191,3191.T,ジョイフル本田,小売業,theme_upperleft,"一 3 俐 【 株 ド 日 本 マ ス タ ' 自 社 ( 自 己 料 〉 市 ア ー ク ラ ン ズ ー ,244 常 陽 銀 行 7 ー ア ス ク リ エ ー シ ョ . 4 5 5","一3俐【株ド日本マスタ'自社(自己料〉市アークランズー,244常陽銀行7ーアスクリエーショ.455","一3俐【株ド日本マスタ'自社(自己料〉市アークランズー,常陽銀行7ーアスクリエーショ.",1
3192,3192.T,白鳩,小売業,theme_bodyleft,"ー 7 1 位 11 ー 5 ( 5 ー 1 ア イ テ ィ フ ォ ー れ 2 興 ー 574 に % 3 響 「 3 川 6 JP モ ル ガ ン 券 13 △ .5 7. 丘 0 4 29 ム 0 本 比 脇 弘 田 了 幻 Ⅱ 己 資 本 2 , 2 伊 藤 真 5 , 7 小 田 ・ 4 歔 51 ・ 愛 メ デ カ ル 1 な ー 481 1 【 株 式 】 & 6 , 【 株 1 76 閉 の 高 安 日 ・ 2 四 310 31 2 ・ 、 年 0.3 双 5 年 満 1. 幻 ) 【 指 標 等 】 く 2 〉 京 都 中 央 信 川 全 庫 Ⅱ ( ) ROE △ 6 ー ー ー 1 調 株 益 1 最 純 益 ( 17 ) ー チ ・ ・ 役 員 灘 ー 呂 . 知 樹 、 野","ー71位11ー5(5ー1アイティフォーれ2興ー574に%3響「3川6JPモルガン券13△.57.丘0429ム0本比脇弘田了幻Ⅱ己資本2,2伊藤真5,7小田・4歔51・愛メデカル1なー4811【株式】&6,【株176閉の高安日・2四310312・、年0.3双5年満1.幻)【指標等】く2〉京都中央信川全庫Ⅱ()ROE△6ーーー1調株益1最純益(17)ーチ・・役員灘ー呂.知樹、野","ー71位11ー5(5ー1アイティフォーれ2興ーに%3響「3川6JPモルガン券13△.57.丘ム0本比脇弘田了幻Ⅱ己資本2,2伊藤真5,7小田・4歔51・愛メデカル1なー【株式】&6,【株閉の高安日・2四・、年0.3双5年満1.幻)【指標等】く2〉京都中央信川全庫Ⅱ()・役員灘ー呂.知樹、野",0
3193,3193.T,エターナルホスピタリティグループ,小売業,theme_bodyleft,"ー 5 .4 ー 7 fOD △ 1 四 【 株 式 】 & 62 【 株 ド 1 乢 14 閉 .1> 庸 15. 東 P ー → い Ⅱ 己 資 本 7 , BNY ・ GCM ノ ラ イ ア ン ト 」 島 安 ま 比 ~ 、 00 、 、 0 ( 0 ) 37 呶 9 四 3 ー Jf. 1 を 5 , サ ン ト リ ー 2 49 418 ROA よ 予 ノ ル ウ ェ ー 、 & 、 4 資 1 , 国 8 予 帰 1 予 41 灘 0 大 第 忠 粤 ド ・ 、 年 5 年 前 2 )","ー5.4ー7fOD△1四【株式】&62【株ド1乢14閉.1>庸15.東Pー→いⅡ己資本7,BNY・GCMノライアント」島安ま比~、00、、0(0)37呶9四3ーJf.1を5,サントリー249418ROAよ予ノルウェー、&、4資1,国8予帰1予41灘0大第忠粤ド・、年5年前2)","ー5.4ー7fOD△1四【株式】&62【株ド1乢14閉.1>庸15.東Pー→いⅡ己資本7,BNY・GCMノライアント」島安ま比~、00、、0(0)37呶9四3ーJf.1を5,サントリー灘0大第忠粤ド・、年5年前2)",0
3195,3195.T,ジェネレーションパス,小売業,theme_bodyleft,"ー 7 .4 & 8 1 1 東 G 2 1 ( 幻 5 川 ) 高 1 安 【 株 式 】 & 行 【 株 ) 約 2 , 7 石 名 く な 10 〉 庸 幻 8 3 1 匯 既 本 を 幻 ・ 靄 ー 久 野 Ⅱ 己 資 本 1 79 本 あ か ま 比 0 木 . 也 72 圏 幻 29 幻 29 幻 ム 9 四 2 昭 2 幻 0 3 射 3 2 幻 高 安 日 ・ 2 い 4 7 ・ 、 年 1 ま 年 21 %) 響 「 181 Ⅱ 社 ( 1 己 株 ロ ) 15 1.9 【 指 標 等 】 く ー の 護 邊 忠 之 8 ( ー ① ROE 、 1 ・ - く 円 > バ : 勳 橆 9 、 調 株 益 最 純 益 ( ー の 3","ー7.4&811東G21(幻5川)高1安【株式】&行【株)約2,7石名くな10〉庸幻831匯既本を幻・靄ー久野Ⅱ己資本179本あかま比0木.也72圏幻29幻29幻ム9四2昭2幻03射32幻高安日・2い47・、年1ま年21%)響「181Ⅱ社(1己株ロ)151.9【指標等】くーの護邊忠之8(ー①ROE、1・-く円>バ:勳橆9、調株益最純益(ーの3","ー7.4&東G21(幻5川)高1安【株式】&行【株)約2,7石名くな10〉庸幻匯既本を幻・靄ー久野Ⅱ己資本本あかま比0木.也72圏幻29幻29幻ム9四2昭2幻03射32幻高安日・2い47・、年1ま年21%)響「Ⅱ社(1己株ロ).9【指標等】くーの護邊忠之8(ー①ーの3",0
3196,3196.T,ホットランドホールディングス,小売業,theme_wide,△ 0 5 △ 1 【 株 式 】 幻 俐 【 株 ド 乢 G8 ( ー 例 → 6 肋 佐 瀬 ・ 、 f 務 ) く 2 3 〉 市 日 本 マ ス タ 4 日 一 幻 資 本 : 瀬 山 美 「 社 ( 自 己 株 ロ ) ー ー 有 6 : J - オ イ ル ミ ル 幻 24 ー 3 【 指 標 等 】 く ー わ コ シ グ カ HLD 龕 安 統 日 ・ ROE ー を 脇 く 外 〉 : 24 3 ー ー ー ROA 43 く 投 信 〉 22 △ 1,△05△1【株式】幻俐【株ド乢G8(ー例→6肋佐瀬・、f務)く23〉市日本マスタ4日一幻資本:瀬山美「社(自己株ロ)ーー有6:J-オイルミル幻24ー3【指標等】くーわコシグカHLD龕安統日・ROEーを脇く外〉:243ーーーROA43く投信〉22△1,△05△1【株式】幻俐【株ド乢G8(ー例→6肋佐瀬・、f務)く23〉市日本マスタ4日一幻資本:瀬山美「社(自己株ロ)ーー有6:J-オイルミル幻24ー3【指標等】くーわコシグカHLD龕安統日・信〉22△1,0
3197,3197.T,すかいらーくホールディングス,小売業,theme_bodyleft,"ー 7 21 ・ 東 P 2 1 ー 5 3 公 カ ( 14 り - 諸 3 カ (OA) 高 ド 1 8.9 △ u-D 2 ー 62 4 安 【 株 式 】 & 7 飛 【 株 1 務 く 02 生 3 〉 而 ア サ ヒ こ こ ル ー ー 5 4 幻 , 4 キ リ ン ビ ー ル 4 Ⅱ 己 資 本 1 , 四 2 ス テ ー ト ス ト リ ー ト B ウ 工 ス ト リ 皿 缶 サ ン ト リ ー 1 0 1 【 指 標 等 】 く 0 な 肥 〉 ュ ー 凵 ク リ ア ・ バ ン ク 1 加 ( ) 島 師 安 日 ・ ROE - BB Ⅱ ン イ デ リ テ ィ len T 2 2 石 75 幻 ROA 1. 脇 予 2 脇 F. サ イ ル V Ⅱ 2 4 2 21 207 調 整 ー 株 益 最 高 0 肥 ) 18 盟 3 く 外 国 月 ー 動 株 浦 9 2 行 幻 4 戸 年 、 ( 0 年 満 ) 一 = 投 信 0 、 聳 定 株","ー721・東P21ー53公カ(14り-諸3カ(OA)高ド18.9△u-D2ー624安【株式】&7飛【株1務く02生3〉而アサヒここルーー54幻,4キリンビール4Ⅱ己資本1,四2ステートストリートBウ工ストリ皿缶サントリー101【指標等】く0な肥〉ュー凵クリア・バンク1加()島師安日・ROE-BBⅡンイデリティlenT22石75幻ROA1.脇予2脇F.サイルVⅡ24221207調整ー株益最高0肥)18盟3く外国月ー動株浦92行幻4戸年、(0年満)一=投信0、聳定株","ー・東P21ー53公カ(14り-諸3カ(OA)高ド18.9△u-D2ー安【株式】&7飛【株1務く02生3〉而アサヒここルーー54幻,4キリンビール4Ⅱ己資本1,四2ステートストリートBウ工ストリ皿缶サントリー【指標等】く0な肥〉ュー凵クリア・バンク1加()島師安日・7調整ー株益最高0肥)18盟3く外国月ー動株浦92行幻4戸年、(0年満)一=投信0、聳定株",0
3198,3198.T,ＳＦＰホールディングス,小売業,theme_bodyleft,"ー 7 加 .6 冊 7 92 1 1 17. 2 れ 2 料 【 株 式 】 & 別 3 【 株 主 1 2 , 9 名 閉 2 〉 庸 81 1 ] ク リ エ イ ド レ ス ト Ⅱ ー 343 13 , 間 3 キ リ ン 一 ル ー Ⅱ 己 資 本 7 745 み の り ホ ー ル デ ィ ン ス 21 9 40 ・ ・ 活 造 肥 幻 1 1 3 【 指 標 等 】 く 〉 本 カ ス ト デ 日 10 0.4 10 0.4 ( 3 物 「 に 屋 2 1 ー ー ROA 1 予 11 ・ く > ー 霧 勳 橆 す ハ ⅸ 益 0 ) 9 戸 年 、 ( 0 年 満 、 ) 00 チ .. ド 員 ~ 9 佐 藤 、 聴","ー7加.6冊7921117.2れ2料【株式】&別3【株主12,9名閉2〉庸811]クリエイドレストⅡー34313,間3キリン一ルーⅡ己資本7745みのりホールディンス21940・・活造肥幻113【指標等】く〉本カストデ日100.4100.4(3物「に屋21ーーROA1予11・く>ー霧勳橆すハⅸ益0)9戸年、(0年満、)00チ..ド員~9佐藤、聴","ー7加.6冊.2れ2料【株式】&別3【株主12,9名閉2〉庸]クリエイドレストⅡー,間3キリン一ルーⅡ己資本みのりホールディンス・・活造肥幻【指標等】く〉本カストデ日..4(3物「に屋21ーー、(0年満、)00チ..ド員~9佐藤、聴",0
3199,3199.T,綿半ホールディングス,小売業,theme_bodyleft,"ー 7 仕 6 仕 5 恠 0 東 P ー → 出 出 高 値 147 鼠 3 ー 1 1 安 2 1 165 3 1 引 1 高 安 師 呂 ・ 1477 15 14 161 1 1 ・ 、 年 1 双 5 年 I.4S) 【 株 式 】 & 9 飛 【 株 第 丿 34 閉 コ 〉 庸 1 85 町 0 八 十 二 銀 行 80 4.0 Ⅱ 己 資 本 , 7 咫 昭 和 商 事 例 よ 0 物 「 謐 野 凛 勇 2 【 指 標 等 】 く 4 ・ 3 〉 ヤ マ ウ ラ ROE & 予 & 飯 田 信 用 全 庫 和 2 ⅸ 益 ( 3 ) 一 【 、 灘 研 凛 勇 第 賀 博","ー7仕6仕5恠0東Pー→出出高値147鼠3ー11安2116531引1高安師呂・1477151416111・、年1双5年I.4S)【株式】&9飛【株第丿34閉コ〉庸185町0八十二銀行804.0Ⅱ己資本,7咫昭和商事例よ0物「謐野凛勇2【指標等】く4・3〉ヤマウラROE&予&飯田信用全庫和2ⅸ益(3)一【、灘研凛勇第賀博","ー7仕6仕5恠0東Pー→出出高値鼠3ー11安引1高安師呂・・、年1双5年I.4S)【株式】&9飛【株第丿34閉コ〉庸町0八十二銀行.0Ⅱ己資本,7咫昭和商事例よ0物「謐野凛勇2【指標等】く4・3〉ヤマウラ研凛勇第賀博",1
3201,3201.T,日本毛織,繊維製品,theme_upperleft,"【 株 式 】 & 7 俐 【 株 ド 冖 務 ) く 2 牡 〉 市 リ 友 銀 資 ー , 石 2 み ↓ ま 銀 行 %HLD 0 8 0 2","【株式】&7俐【株ド冖務)く2牡〉市リ友銀資ー,石2み↓ま銀行%HLD0802","【株式】&7俐【株ド冖務)く2牡〉市リ友銀資ー,石2み↓ま銀行%HLD",1
3202,3202.T,ダイトウボウ,繊維製品,theme_bodyleft,"コ 2 リ 幻 町 2 形 効 ・ 儿 裕 山 ′ 繙 一 ド ン 国 孜 裕 設 パ 山 村 , タ ザ 一 ッ ガ 真 ・ 鷦 ャ > 「 野 Ⅷ 安 幻 師 0N0 5 & 異 . 8 -1 -1 -1 -1 東 4 9 ル ス","コ2リ幻町2形効・儿裕山′繙一ドン国孜裕設パ山村,タザ一ッガ真・鷦ャ>「野Ⅷ安幻師0N05&異.8-1-1-1-1東49ルス","コ2リ幻町2形効・儿裕山′繙一ドン国孜裕設パ山村,タザ一ッガ真・鷦ャ>「野Ⅷ安幻師0N05&異.8-1-1-1-1東49ルス",0
3204,3204.T,トーア紡コーポレーション,繊維製品,theme_bodyleft,"ー 5 4.6 1 ( カ 23 ー 7 四 社 fS 例 . 4 東 S 03 、 間 信 幸 第 45 一 齠 〉 社 易 ル こ プ 従 業 員 れ 株 よ 6 3 に 3 Ⅱ 己 資 本 12 , ー 7 恥 3 物 「 当 扣 膿 業 協 同 船 高 安 日 ・ 2 4 4 幻 4 4 44 4 ・ 、 年 膊 双 5 年 満 25D ROE 47 、 予 27 、 東 よ イ 、 動 ま 18 幻 ROA 1. 予 れ 日 ・ カ ス ト プ イ 信 龜 1 肥 一 調 株 益","ー54.61(カ23ー7四社fS例.4東S03、間信幸第45一齠〉社易ルこプ従業員れ株よ63に3Ⅱ己資本12,ー7恥3物「当扣膿業協同船高安日・244幻44444・、年膊双5年満25DROE47、予27、東よイ、動ま18幻ROA1.予れ日・カストプイ信龜1肥一調株益","ー54.61(カ23ー7四社fS例.4東S03、間信幸第45一齠〉社易ルこプ従業員れ株よ63に3Ⅱ己資本12,ー7恥3物「当扣膿業協同船高安日・幻・、年膊双5年満25D.予れ日・カストプイ信龜1肥一調株益",0
3205,3205.T,ダイドーリミテッド,繊維製品,theme_wide,"72 . 3 24 ー 24 3 4 幻 ) △ 7.6 【 株 式 】 G 俐 【 株 ド コ イ ン タ ー ト ラ ス ト T ( ケ イ ャ パ ン ア ッ 務 ) く 2 3 〉 市 自 社 ( 自 己 料 ) ー 資 本 一 日 本 カ ス ト デ ィ 信 安 き 比 事 ⅱ 5 一 日 本 マ ス タ ヨ 日 7 3 引 ー 【 指 等 】 ー 〉 み ほ 銀 1. , 78 ROA 脇","72.324ー2434幻)△7.6【株式】G俐【株ドコインタートラストT(ケイャパンアッ務)く23〉市自社(自己料)ー資本一日本カストディ信安き比事ⅱ5一日本マスタヨ日73引ー【指等】ー〉みほ銀1.,78ROA脇","72.ー幻)△7.6【株式】G俐【株ドコインタートラストT(ケイャパンアッ務)く23〉市自社(自己料)ー資本一日本カストディ信安き比事ⅱ5一日本マスタヨ日73引ー【指等】ー〉みほ銀1.,78",0
3221,3221.T,ヨシックスホールディングス,小売業,theme_bodyleft,住 3 コ 側 ラ 22 ク 効 定 成 郎 い 【 掣 暑 に 財 外 投 0 ー 金 賴 】 編 益 四 5 異 東 ー,住3コ側ラ22ク効定成郎い【掣暑に財外投0ー金賴】編益四5異東ー,住3コ側ラ22ク効定成郎い【掣暑に財外投0ー金賴】編益四5異東ー,0
3222,3222.T,ユナイテッド・スーパーマーケット・ホールディングス,小売業,theme_bodyleft,"ー 7 5 【 株 式 】 & 1 ー 【 株 1 , く 幻 2 > 1 匯 一 補 [ 衄 ] イ オ ン マ ー ケ ッ ト イ ン ベ ス 1 1934 生 2 〉 日 本 マ ス タ 7 4 コ Ⅱ 己 資 本 1 , 0 四 自 社 10 , 网 公 益 財 団 法 人 神 林 留 生 奨 東 S 高 安 燔 、 石 7 物 「 イ ン Ⅱ 5 2 1 1 例 1 ー 【 指 標 等 】 く h.2 〉 日 本 ア ク セ ス 152 い 高 安 日 ・ ROE 5 ー 分 グ ル ー プ 本 社 18 0 2 1011 0 5 ROA ー 一 菱 食 18 0 1 例 0. 4 ー 4 制 韻 益 ( 幻 2 ) 8 5 く 外 国 〉 圏 ー く 浮 動 株 月 & 4 、 く 0 1 ・ 定 ) 伍 れ 、 1 0 藤 Ⅲ 元 ・ 5 異 ー 1 ー 1","ー75【株式】&1ー【株1,く幻2>1匯一補[衄]イオンマーケットインベス11934生2〉日本マスタ74コⅡ己資本1,0四自社10,网公益財団法人神林留生奨東S高安燔、石7物「インⅡ5211例1ー【指標等】くh.2〉日本アクセス152い高安日・ROE5ー分グループ本社1802101105ROAー一菱食1801例0.4ー4制韻益(幻2)85く外国〉圏ーく浮動株月&4、く01・定)伍れ、10藤Ⅲ元・5異ー1ー1","ー75【株式】&1ー【株1,く幻2>1匯一補[衄]イオンマーケットインベス生2〉日本マスタ74コⅡ己資本1,0四自社10,网公益財団法人神林留生奨東S高安燔、石7物「インⅡ例1ー【指標等】くh.2〉日本アクセスい高安日・OAー一菱食例0.4ー4制韻益(幻2)85く外国〉圏ーく浮動株月&4、く01・定)伍れ、10藤Ⅲ元・5異ー1ー1",0
3223,3223.T,エスエルディー,小売業,theme_wide,佩 4 2. 5 加 . 7 東 ⑤ △ 114 .5 2 絽 キ リ ン ビ ー ル 2 安 き 比 事 ー 占 樹 7 DD グ ← プ 14 ー 【 株 式 】 俐 【 株 ド ー 名 く の 5 3 有 ー ン ト M ・ ILMFE ー 第 材 7 BNY メ ロ ン GCM4 ラ 24 ー ー ー 0 3 【 指 標 等 】 く 4 わ 森 太 郎 龕 安 統 ド 0 ・ ・ ~ 、 ~ 、 00 健 24 3 9 〉 ー く 瀞 ROA ー ー く,佩42.5加.7東⑤△114.52絽キリンビール2安き比事ー占樹7DDグ←プ14ー【株式】俐【株ドー名くの53有ーントM・ILMFEー第材7BNYメロンGCM4ラ24ーーー03【指標等】く4わ森太郎龕安統ド0・・~、~、00健2439〉ーく瀞ROAーーく,佩42.5加.7東⑤△.52絽キリンビール2安き比事ー占樹7DDグ←プ14ー【株式】俐【株ドー名くの53有ーントM・ILMFEー第材7BNYメロンGCM4ラ24ーーー03【指標等】く4わ森太郎龕安統ド0・・~、~、00健〉ーく瀞,0
3224,3224.T,ゼネラル・オイスター,小売業,theme_bodyleft,"ロ ー っ ー 8 、 も 、 も 4 ワ ~ 、 ′ 11 ド 効 疋 9 ル 緡 一 ル 6 ル タ ン 興 修 博 証 ド ビ 94 . ス . 一 ー ;— ク 林 本 リ 和 子 田 大 グ サ 国 , 外 投 【 小 ツ . 阪 雑 藤 楽 国 ア く く 安 6 当 い 装 ト 6 ル ス","ローっー8、も、も4ワ~、′11ド効疋9ル緡一ル6ルタン興修博証ドビ94.ス.一ー;—ク林本リ和子田大グサ国,外投【小ツ.阪雑藤楽国アくく安6当い装ト6ルス","ローっー8、も、も4ワ~、′11ド効疋9ル緡一ル6ルタン興修博証ドビ94.ス.一ー;—ク林本リ和子田大グサ国,外投【小ツ.阪雑藤楽国アくく安6当い装ト6ルス",0
3231,3231.T,野村不動産ホールディングス,不動産業,theme_bodyleft,"ー 7 冊 .3 三 都 カ 2 1 1 匯 ] 野 村 ホ ー ル デ ィ ン グ 聞 行 3 【 株 式 】 & 1 76 【 株 ド 丿 , 1 % 名 閉 コ 〉 庸 東 P 側 、 2 料 ( 0 霆 7 靄 一 日 ま マ ス タ ヨ 一 第 1 1 生 3 〉 而 ー カ ス ト プ イ 日 9 丘 ー Ⅱ 己 資 本 , 9 四 自 社 島 安 本 比 ス テ ィ ッ . チ ン 夘 F ゾ ー グ & ウ 石 間 一 翻 石 射 3 【 指 標 等 】 く 4 ・ 3 〉 ス テ ー ト ス ト リ ー ト B ウ 工 ス ト ト リ 高 師 安 呂 ・ 2 認 4 408 45 1 2 ( ロ ) ROE 1 ー ー 刊 住 脇 ー テ ィ ROA 予 脇 訂 C ・ ク ラ イ ア ン ト ・ オ ム ニ バ 調 整 ー 株 益 31 ス ・ ア カ ウ ン ト ( い ) 最 高 ( 幻 .3 ) 3 JP モ ル ガ ン ・ チ ェ ー ス ・ バ ン ク 781 1 ( 0 ) く 紗 国 〉 - 効 〉 4 ・ 7 、","ー7冊.3三都カ211匯]野村ホールディング聞行3【株式】&176【株ド丿,1%名閉コ〉庸東P側、2料(0霆7靄一日まマスタヨ一第11生3〉而ーカストプイ日9丘ーⅡ己資本,9四自社島安本比スティッ.チン夘Fゾーグ&ウ石間一翻石射3【指標等】く4・3〉ステートストリートBウ工ストトリ高師安呂・2認44084512(ロ)ROE1ーー刊住脇ーティROA予脇訂C・クライアント・オムニバ調整ー株益31ス・アカウント(い)最高(幻.3)3JPモルガン・チェース・バンク7811(0)く紗国〉-効〉4・7、","ー7冊.3三都カ匯]野村ホールディング聞行3【株式】&【株ド丿,1%名閉コ〉庸東P側、2料(0霆7靄一日まマスタヨ一第11生3〉而ーカストプイ日9丘ーⅡ己資本,9四自社島安本比スティッ.チン夘Fゾーグ&ウ石間一翻石射3【指標等】く4・3〉ステートストリートBウ工ストトリ高師安呂・2認(ロ)アント・オムニバ調整ー株益31ス・アカウント(い)最高(幻.3)3JPモルガン・チェース・バンク(0)く紗国〉-効〉4・7、",0
3232,3232.T,三重交通グループホールディングス,不動産業,theme_bodyleft,ル ス 鉄 自 銀 タ 石 ス 員 信 9 3 マ 本 ー 十 枇 ス ビ 本 俶 日 白 二 日 コ 日 自 ・ く く 0 0 . 金 債 去 4 11 安 5 4 異 人 よ,ルス鉄自銀タ石ス員信93マ本ー十枇スビ本俶日白二日コ日自・くく00.金債去411安54異人よ,ルス鉄自銀タ石ス員信93マ本ー十枇スビ本俶日白二日コ日自・くく00.金債去安54異人よ,0
3236,3236.T,プロパスト,不動産業,theme_bodyleft,"ー 5 7 舸 → ー 7 幻 .8 0 1 よ 1 .11 【 株 式 】 & 147 【 株 主 丿 7 , 4 例 名 く な Ⅱ 〉 庸 00 ・ 新 00 ( 自 株 0 、 ) 、 0 ノ / ケ ン グ ル ー プ 第 4 1 , 間 1 ジ ュ ポ ン イ ン タ ー ナ シ ョ ( ー 2 ) 本 比 ) リ ー ス サ ー ビ ス ー 8 6 を 田 八 ま 資 0 ( 8 ー 「 16 , 2 JP モ ル ガ ン 券 高 安 日 ・ 2 4 ー 191 ・ 、 年 1 5 年 満 25D 最 高 01.5 ) 幻 39 , チ 0 慧 灘 靨 翩 倉","ー57舸→ー7幻.801よ1.11【株式】&147【株主丿7,4例名くなⅡ〉庸00・新00(自株0、)、0ノ/ケングループ第41,間1ジュポンインターナショ(ー2)本比)リースサービスー86を田八ま資0(8ー「16,2JPモルガン券高安日・24ー191・、年15年満25D最高01.5)幻39,チ0慧灘靨翩倉","ー57舸→ー7幻.よ1.11【株式】&【株主丿7,4例名くなⅡ〉庸00・新00(自株0、)、0ノ/ケングループ第41,間1ジュポンインターナショ(ー2)本比)リースサービスー86を田八ま資0(8ー「16,2JPモルガン券高安日・24ー・、年15年満25D最高01.5)幻39,チ0慧灘靨翩倉",0
3237,3237.T,イントランス,不動産業,theme_bodyleft,ー 7 6.0 8. ー 5 82 三 和 . カ ( 9 囮 り f.9 △ 引 7 10. 83 僕 14. 1 ー → 川 3 【 指 標 等 】 く 4 」 〉 イ ン タ ラ ク テ イ プ プ ロ ー カ 【 株 式 】 & 4 飛 【 株 1 Ⅱ 閉 コ 〉 1 ] 絵 藝 ン バ ウ ン ド イ ン ベ ス 1 一 生 3 > 而 デ イ ラ イ ト リ ー ク ス 羇 ー 9 1 Ⅱ 己 資 本 8 プ ( 15 ) 9 0 0 高 安 日 ・ 2 ー 覊 れ 一 1 1 % 113 ・ 、 年 15 、 ( 5 年 満 ) ROE 7 ・ 予 2 鵯 ー ズ ROA 2 予 1 ・ 鬮 レ ア リ ア ・ イ ン ベ ス ト メ 調 株 益 幻 0 韻 益 ) 伊 藤 新 祐 05 く 0,ー76.08.ー582三和.カ(9囮りf.9△引710.83僕14.1ー→川3【指標等】く4」〉インタラクテイププローカ【株式】&4飛【株1Ⅱ閉コ〉1]絵藝ンバウンドインベス1一生3>而デイライトリークス羇ー91Ⅱ己資本8プ(15)900高安日・2ー覊れ一11%113・、年15、(5年満)ROE7・予2鵯ーズROA2予1・鬮レアリア・インベストメ調株益幻0韻益)伊藤新祐05く0,ー76.08.ー三和.カ(9囮りf.9△引.83僕14.1ー→川3【指標等】く4」〉インタラクテイププローカ【株式】&4飛【株1Ⅱ閉コ〉1]絵藝ンバウンドインベス1一生3>而デイライトリークス羇ー91Ⅱ己資本8プ(15)高安日・2ー覊れ一11%・、年15、(5年満)インベストメ調株益幻0韻益)伊藤新祐05く0,0
3238,3238.T,セントラル総合開発,不動産業,theme_bodyleft,", 哲 男 持 語 日 行 行 ジ 6 ル ー 俊 単 文 統 ト 銀 銀 険 1 主 ー 「 ネ 1 部 本 国 褓 に ー 自 護 福 広 四 外 投 . 跖 ① 1 訟 賴 】 益 ー 5 & 3 (OA)",",哲男持語日行行ジ6ルー俊単文統ト銀銀険1主ー「ネ1部本国褓にー自護福広四外投.跖①1訟賴】益ー5&3(OA)",",哲男持語日行行ジ6ルー俊単文統ト銀銀険1主ー「ネ1部本国褓にー自護福広四外投.跖①1訟賴】益ー5&3(OA)",0
3241,3241.T,ウィル,不動産業,theme_bodyleft,"ー 7 6 (OA) 3 東 S . 1 舸 → ー 幟 0 Ⅷ 【 指 標 等 】 く 肥 〉 坂 根 勝 幸 7 0 7 0 Ⅱ 9 15 ー コ い Ⅱ 己 資 本 4 , 3 友 野 泉 13 , 21 宮 前 い す 15 1 コ い 一 生 3 〉 而 田 「 【 株 式 】 & 乢 4 【 株 丿 3 , 414 名 く な 肥 〉 庸 高 安 日 ・ ・ ROE 12 予 に く 円 > 筏 : 勳 橆 4 4 21 調 ー 株 益 4 ⅸ 益 ( 肥 ) 一 【 役 員 販 根 勝 幸 劇 友 野 471 項","ー76(OA)3東S.1舸→ー幟0Ⅷ【指標等】く肥〉坂根勝幸7070Ⅱ915ーコいⅡ己資本4,3友野泉13,21宮前いす151コい一生3〉而田「【株式】&乢4【株丿3,414名くな肥〉庸高安日・・ROE12予にく円>筏:勳橆4421調ー株益4ⅸ益(肥)一【役員販根勝幸劇友野471項","ー76(OA)3東S.1舸→ー幟0Ⅷ【指標等】く肥〉坂根勝幸ⅡーコいⅡ己資本4,3友野泉13,21宮前いすコい一生3〉而田「【株式】&乢4【株丿3,名くな肥〉庸高安日・・ⅸ益(肥)一【役員販根勝幸劇友野項",0
3242,3242.T,アーバネットコーポレーション,不動産業,theme_bodyleft,"1 1 1 1 東 S ー 7 幻 .0 1 匯 ] 服 部 ー 0 ま の 【 株 式 】 & 574 【 株 卞 1 均 7 名 く な 肥 〉 庸 【 指 標 等 】 く を 〉 日 本 カ ス ト デ 4 託 」 1 ・ 2 引 1 響 「 : し JP モ ル ガ ン 券 第 ロ 2 紹 ー Ⅸ Y メ ロ ン GCM ク ラ イ ア ン 石 ( 凵 ) 高 安 比 、 0 0 ・ 券 Ⅱ 己 資 本 14 ツ 10 モ ル ガ ン ・ ス タ ン レ —MUF , 生 3 > ネ ジ メ ン ト 国 側 1 マ イ ル ス ト ー ン キ ャ ビ タ ル マ 高 統 安 日 ・ ・ ROE 11 ・ 予 服 部 ・ ' - : 2 4 3 ー ROA 予 脇 服 部 ー 43 417 調 株 益 一 円 塩 田 浩 0 4 4 1 韻 益 ( .6 ) 1 , く 外 国 > 鼠 く 浮 動 株 〉 5 、 戸 年 0 、 ( 0 年 満 、 、 ) 、 ー = 0 0 品 、 部 、 ド 希","1111東Sー7幻.01匯]服部ー0まの【株式】&574【株卞1均7名くな肥〉庸【指標等】くを〉日本カストデ4託」1・2引1響「:しJPモルガン券第ロ2紹ーⅨYメロンGCMクライアン石(凵)高安比、00・券Ⅱ己資本14ツ10モルガン・スタンレ—MUF,生3>ネジメント国側1マイルストーンキャビタルマ高統安日・・ROE11・予服部・'-:243ーROA予脇服部ー43417調株益一円塩田浩0441韻益(.6)1,く外国>鼠く浮動株〉5、戸年0、(0年満、、)、ー=00品、部、ド希","東Sー7幻.01匯]服部ー0まの【株式】&【株卞1均7名くな肥〉庸【指標等】くを〉日本カストデ4託」1・2引1響「:しJPモルガン券第ロ2紹ーⅨYメロンGCMクライアン石(凵)高安比、00・券Ⅱ己資本14ツ10モルガン・スタンレ—MUF,生3>ネジメント国側1マイルストーンキャビタルマ高統安日・・部ー調株益一円塩田浩韻益(.6)1,く外国>鼠く浮動株〉5、戸年0、(0年満、、)、ー=00品、部、ド希",0
